name,unit,amount,category,source_external_id,is_canonical,calories,fat,protein,carbs,fiber,sugar,sodium,calcium,iron,magnesium,potassium,phosphorus,cholesterol,trans_fat,saturated_fat,water,omega3,omega6,zinc,vitamin_c,glycemic_load,kcal_per_g,burn_run_10kph_min_per_g,burn_walk_7kph_min_per_g,burn_cycle_15kph_min_per_g,burn_swim_crawl_min_per_g,burn_hike_min_per_g,burn_aerobics_min_per_g,nutrient_source,nutrient_source_ref,nutrient_match_score,data_quality_status,data_quality_flags
کره نارگیل,گرم,100,رب و سس و روغن,110010,true,643,64.15,7.05,25,15.95,7,11,24,0.0329,2.0216,24,24,,,,16.17,0.315,2.728,0.09,0,27.2,6.43,0.53561,0.990374,0.904996,0.632407,0.749854,0.771909,merged,FoodID:110010|کره Butter,0.9,verified,
کره نرم بادام زمینی,قاشق غذاخوری، تکه تکه,1,رب و سس و روغن,,false,99.52,8.59,3.62,2.1,1.09,,,,,,,,,,,,,,,,,6.634667,0.552659,1.021897,0.933802,0.652537,0.773722,0.796479,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کره نرم بادام زمینی,قاشق چایخوری,1,رب و سس و روغن,,false,32.97,2.85,1.2,0.69,0.36,,,,,,,,,,,,,,,,,6.594,0.549271,1.015633,0.928079,0.648537,0.76898,0.791597,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کره نرم بادام زمینی,گرم,100,رب و سس و روغن,,true,622,53.7,22.6,13.1,6.8,,,,,,,,,,,,,,,,,6.22,0.518117,0.958028,0.87544,0.611753,0.725364,0.746699,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کره نرم کم، چربی,قاشق غذاخوری,1,رب و سس و روغن,,false,55.38,5.75,0.82,0.07,0,,,,,,,,,,,,,,,,,3.692,0.307539,0.568656,0.519634,0.363118,0.430554,0.443217,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کره نرم کم، چربی,لیوان,1,رب و سس و روغن,,false,885.3,91.94,13.17,1.14,0,,,,,,,,,,,,,,,,,3.68875,0.307268,0.568156,0.519177,0.362798,0.430175,0.442827,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کره نرم کم، چربی,گرم,100,رب و سس و روغن,,true,390,40.5,5.8,0.5,0,,,,,,,,,,,,,,,,,3.9,0.324865,0.600693,0.548909,0.383575,0.45481,0.468187,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کره پاستوریزه,عدد 100 گرمی,1,رب و سس و روغن,110010,false,358.5,40.55,0.45,0.05,0,,5.5,12,0.0164,1.0108,12,12,,,,8.085,0.1575,1.364,0.045,0,27.2,3.585,0.2986256044789355,0.5521755660954712,0.5045742442196531,0.3525940533674785,0.4180758246575342,0.4303721216694096,merged,FoodID:110010|کره Butter,0.9,corrected,
کره پاستوریزه,قاشق غذاخوری (14 گرم),1,رب و سس و روغن,110010,false,102.62,11.34,0.13,0.01,0.1627,0.01,1.54,3.36,0.0046,0.283,3.36,3.36,,,,2.2638,0.0441,0.3819,0.0126,0,27.2,7.33,0.610579,1.128995,1.031668,0.720925,0.85481,0.879952,merged,FoodID:110010|کره Butter,0.9,verified,
کره پاستوریزه,قاشق چایخوری,1,رب و سس و روغن,110010,false,35.85,4.06,0.05,0.01,0,,0.55,1.2,0.0016,0.1011,1.2,1.2,,,,0.8085,0.0158,0.1364,0.0045,0,27.2,7.17,0.597251,1.104351,1.009148,0.705188,0.836152,0.860744,merged,FoodID:110010|کره Butter,0.9,verified,
کره پاستوریزه,قاشق چای‌خوری (5 گرم),1,رب و سس و روغن,110010,false,36.65,4.05,0.05,0.01,0.0581,0.01,0.55,1.2,0.0016,0.1011,1.2,1.2,,,,0.8085,0.0158,0.1364,0.0045,0,27.2,7.33,0.610579,1.128995,1.031668,0.720925,0.85481,0.879952,merged,FoodID:110010|کره Butter,0.9,verified,
کره پاستوریزه,مثقال (13 گرم),1,رب و سس و روغن,110010,false,95.29,10.53,0.12,0.01,0.151,0.01,1.43,3.12,0.0043,0.2628,3.12,3.12,,,,2.1021,0.041,0.3546,0.0117,0,27.2,7.33,0.610579,1.128995,1.031668,0.720925,0.85481,0.879952,merged,FoodID:110010|کره Butter,0.9,verified,
کره پاستوریزه,پیمانه (227 گرم),1,رب و سس و روغن,110010,false,1663.91,183.87,2.04,0.23,2.6373,0.23,24.97,54.48,0.0747,4.5889,54.48,54.48,,,,36.7059,0.715,6.1926,0.2043,0,27.2,7.33,0.610579,1.128995,1.031668,0.720925,0.85481,0.879952,merged,FoodID:110010|کره Butter,0.9,verified,
کره پاستوریزه,کیلوگرم (1000 گرم),1,رب و سس و روغن,110010,false,7330,810,9,1,11.6179,1,110,240,0.329,20.2156,240,240,,,,161.7,3.15,27.28,0.9,0,27.2,7.33,0.610579,1.128995,1.031668,0.720925,0.85481,0.879952,merged,FoodID:110010|کره Butter,0.9,verified,
کره پاستوریزه,گرم,100,رب و سس و روغن,110010,true,725,81.05,0.9,0.1,0,0.1,11,24,0.0329,2.0216,24,24,,,,16.17,0.315,2.728,0.09,0,27.2,7.25,0.603915,1.116673,1.020408,0.713056,0.845481,0.870348,merged,FoodID:110010|کره Butter,0.9,verified,
کره پسته,قاشق غذاخوری,1,رب و سس و روغن,110010,false,94.08,8,4,3.2,0.96,,1.65,3.6,0.0049,0.3032,3.6,3.6,,,,2.4255,0.0473,0.4092,0.0135,0,27.2,6.272,0.522449,0.966038,0.882759,0.616867,0.731429,0.752941,merged,FoodID:110010|کره Butter,0.9,verified,
کره پسته,قاشق چایخوری,1,رب و سس و روغن,110010,false,29.4,2.5,1.25,1,0.3,,0.55,1.2,0.0016,0.1011,1.2,1.2,,,,0.8085,0.0158,0.1364,0.0045,0,27.2,5.88,0.489796,0.90566,0.827586,0.578313,0.685714,0.705882,merged,FoodID:110010|کره Butter,0.9,verified,
کره پسته,گرم,100,رب و سس و روغن,110010,true,570.67,43.33,21,25.33,8.27,6.2,11,24,0.0329,2.0216,24,24,,,,16.17,0.315,2.728,0.09,0,27.2,5.7067,0.47536,0.878968,0.803195,0.561269,0.665504,0.685078,merged,FoodID:110010|کره Butter,0.9,verified,
کره کاکائو,قاشق غذاخوری,1,رب و سس و روغن,110010,false,121.86,13.53,0,0,0,0,1.65,3.6,0.0049,0.3032,3.6,3.6,,,,2.4255,0.0473,0.4092,0.0135,0,27.2,8.124,0.676718,1.25129,1.14342,0.799016,0.947405,0.97527,merged,FoodID:110010|کره Butter,0.9,verified,
کره کاکائو,قاشق چایخوری,1,رب و سس و روغن,110010,false,40.32,4.48,0,0,0,0,0.55,1.2,0.0016,0.1011,1.2,1.2,,,,0.8085,0.0158,0.1364,0.0045,0,27.2,8.064,0.67172,1.242049,1.134975,0.793115,0.940408,0.968067,merged,FoodID:110010|کره Butter,0.9,verified,
کره کاکائو,گرم,100,رب و سس و روغن,110010,true,896,99.5,0,0,0,0,11,24,0.0329,2.0216,24,24,,,,16.17,0.315,2.728,0.09,0,27.2,8.96,0.746356,1.380054,1.261084,0.881239,1.044898,1.07563,merged,FoodID:110010|کره Butter,0.9,verified,
کره کنجد,قاشق غذاخوری,1,رب و سس و روغن,110010,false,95.2,8.64,2.72,3.36,1.44,,1.65,3.6,0.0049,0.3032,3.6,3.6,,,,2.4255,0.0473,0.4092,0.0135,0,27.2,6.346667,0.528669,0.977538,0.893268,0.624211,0.740136,0.761905,merged,FoodID:110010|کره Butter,0.9,verified,
کره کنجد,قاشق چایخوری,1,رب و سس و روغن,110010,false,29.75,2.7,0.85,1.05,0.45,,0.55,1.2,0.0016,0.1011,1.2,1.2,,,,0.8085,0.0158,0.1364,0.0045,0,27.2,5.95,0.495627,0.916442,0.837438,0.585198,0.693878,0.714286,merged,FoodID:110010|کره Butter,0.9,verified,
کره کنجد,گرم,100,رب و سس و روغن,110010,true,589,52,17.67,23,6.67,0,11,24,0.0329,2.0216,24,24,,,,16.17,0.315,2.728,0.09,0,27.2,5.89,0.490629,0.907201,0.828994,0.579297,0.68688,0.707083,merged,FoodID:110010|کره Butter,0.9,verified,
کره گوسفندی,قاشق چایخوری,1,رب و سس و روغن,110010,false,24.99,2.8,0.3,0,0,0,0.55,1.2,0.0016,0.1011,1.2,1.2,,,,0.8085,0.0158,0.1364,0.0045,0,27.2,4.998,0.416327,0.769811,0.703448,0.491566,0.582857,0.6,merged,FoodID:110010|کره Butter,0.9,verified,
کره گوسفندی,گرم,100,رب و سس و روغن,110010,true,714,80,8.6,0,0,0,11,24,0.0329,2.0216,24,24,,,,16.17,0.315,2.728,0.09,0,27.2,7.14,0.594752,1.09973,1.004926,0.702238,0.832653,0.857143,merged,FoodID:110010|کره Butter,0.9,verified,
کره گیاهی یا مارگارین,بسته (250 گرم),1,رب و سس و روغن,110030,false,1832.5,202.5,0.5,1.75,2.9045,0,5,7.5,0.1739,7.5472,45,12.5,,,,41.3,,,0,0.5,,7.33,0.610579,1.128995,1.031668,0.720925,0.85481,0.879952,merged,FoodID:110030|کره گیاهی مارگارین Margarine,0.9,verified,
کره گیاهی یا مارگارین,قاشق غذاخوری,1,رب و سس و روغن,110030,false,104.94,11.59,0.03,0.14,0,,0.3,0.45,0.0104,0.4528,2.7,0.75,,,,2.478,,,0,0.03,,6.996,0.582757,1.077551,0.984659,0.688075,0.81586,0.839856,merged,FoodID:110030|کره گیاهی مارگارین Margarine,0.9,verified,
کره گیاهی یا مارگارین,قاشق غذاخوری (14 گرم),1,رب و سس و روغن,110030,false,102.62,11.34,0.03,0.1,0.1627,0,0.28,0.42,0.0097,0.4226,2.52,0.7,,,,2.3128,,,0,0.028,,7.33,0.610579,1.128995,1.031668,0.720925,0.85481,0.879952,merged,FoodID:110030|کره گیاهی مارگارین Margarine,0.9,verified,
کره گیاهی یا مارگارین,قاشق چای‌خوری (5 گرم),1,رب و سس و روغن,110030,false,36.65,4.05,0.01,0.04,0.0581,0,0.1,0.15,0.0035,0.1509,0.9,0.25,,,,0.826,,,0,0.01,,7.33,0.610579,1.128995,1.031668,0.720925,0.85481,0.879952,merged,FoodID:110030|کره گیاهی مارگارین Margarine,0.9,verified,
کره گیاهی یا مارگارین,لیوان,1,رب و سس و روغن,110030,false,1677.53,185.23,0.45,2.27,0,,4.8,7.2,0.167,7.2453,43.2,12,,,,39.648,,,0,0.48,,6.989708,0.582233,1.076582,0.983773,0.687456,0.815126,0.839101,merged,FoodID:110030|کره گیاهی مارگارین Margarine,0.9,verified,
کره گیاهی یا مارگارین,پیمانه (227 گرم),1,رب و سس و روغن,110030,false,1663.91,183.87,0.45,1.59,2.6373,0,4.54,6.81,0.1579,6.8528,40.86,11.35,,,,37.5004,,,0,0.454,,7.33,0.610579,1.128995,1.031668,0.720925,0.85481,0.879952,merged,FoodID:110030|کره گیاهی مارگارین Margarine,0.9,verified,
کره گیاهی یا مارگارین,کیلوگرم (1000 گرم),1,رب و سس و روغن,110030,false,7330,810,2,7,11.6179,0,20,30,0.6958,30.1887,180,50,,,,165.2,,,0,2,,7.33,0.610579,1.128995,1.031668,0.720925,0.85481,0.879952,merged,FoodID:110030|کره گیاهی مارگارین Margarine,0.9,verified,
کره گیاهی یا مارگارین,گرم,100,رب و سس و روغن,110030,true,736,81.3,0.2,0.85,0,0,2,3,0.0696,3.0189,18,5,,,,16.52,,,0,0.2,,7.36,0.613078,1.133616,1.03589,0.723875,0.858309,0.883553,merged,FoodID:110030|کره گیاهی مارگارین Margarine,0.9,verified,
کروسان,عدد متوسط,1,تنقلات,,false,231.42,11.97,4.56,26.22,1.48,,,,,,,,,,,,,,,,,4.6284,0.385539,0.712884,0.651429,0.455215,0.539755,0.55563,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کروسان,عدد کوچک,1,تنقلات,,false,113.68,5.88,2.24,12.88,0.73,,,,,,,,,,,,,,,,,2.2736,0.189388,0.350189,0.32,0.223614,0.265143,0.272941,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کروسان,گرم,100,تنقلات,,true,406,21,8,46,2.6,,,,,,,,,,,,,,,,,4.06,0.338192,0.625337,0.571429,0.399312,0.473469,0.487395,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کروسان سیب,گرم,100,میوه‌ها,,true,254,9,7,37,2.5,15,,,,,,,,,,,,,,,,2.54,0.211579,0.391221,0.357495,0.249816,0.29621,0.304922,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کروسان پنیری,گرم,100,لبنیات,,true,414,21,9,47,2.6,11,,,,,,,,,,,,,,,,4.14,0.344856,0.637659,0.582688,0.40718,0.482799,0.496999,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کروسان کره ای,گرم,100,رب و سس و روغن,,true,406,21,8,46,2.6,11,,,,,,,,,,,,,,,,4.06,0.338192,0.625337,0.571429,0.399312,0.473469,0.487395,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کروسان کره‌ای,گرم,100,رب و سس و روغن,,true,406,21,8,46,2.6,11,,,,,,,,,,,,,,,,4.06,0.338192,0.625337,0.571429,0.399312,0.473469,0.487395,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کشمش بی دانه,عدد,1,خشکبار و آجیل,52010,false,1.43,0,0.01,0.36,0.03,,13,31,0.828,17.965,372,49,,,,7.73,0.0035,0.0145,0.18,1.15,10.4,0.0286,0.002382,0.004405,0.004025,0.002813,0.003335,0.003433,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش بی دانه,عدد (0.5 گرم),1,خشکبار و آجیل,52010,false,1.6,0,0.02,0.4,0.0163,0.3,0.13,0.31,0.0083,0.1796,3.72,0.49,,,,0.0773,0,0.0001,0.0018,0.0115,10.4,3.2,0.266556,0.492876,0.450387,0.314728,0.373178,0.384154,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش بی دانه,قاشق غذاخوری (9 گرم),1,خشکبار و آجیل,52010,false,28.71,0.04,0.28,7.13,0.2928,5.33,2.34,5.58,0.149,3.2337,66.96,8.82,,,,1.3914,0.0006,0.0026,0.0324,0.207,10.4,3.19,0.265723,0.491336,0.44898,0.313745,0.372012,0.382953,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش بی دانه,قاشق چای‌خوری (3 گرم),1,خشکبار و آجیل,52010,false,9.57,0.02,0.09,2.38,0.0976,1.78,0.78,1.86,0.0497,1.0779,22.32,2.94,,,,0.4638,0.0002,0.0009,0.0108,0.069,10.4,3.19,0.265723,0.491336,0.44898,0.313745,0.372012,0.382953,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش بی دانه,لیوان,1,خشکبار و آجیل,52010,false,398.75,0.58,3.92,100.49,9.14,,62.4,148.8,3.9745,86.2318,1785.6,235.2,,,,37.104,0.0168,0.0696,0.864,5.52,10.4,1.661458,0.138397,0.255904,0.233844,0.163409,0.193756,0.199455,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش بی دانه,مشت (30 گرم),1,خشکبار و آجیل,52010,false,95.7,0.15,0.93,23.76,0.9759,17.76,7.8,18.6,0.4968,10.779,223.2,29.4,,,,4.638,0.0021,0.0087,0.108,0.69,10.4,3.19,0.265723,0.491336,0.44898,0.313745,0.372012,0.382953,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش بی دانه,پیمانه (150 گرم),1,خشکبار و آجیل,52010,false,478.5,0.75,4.65,118.8,4.8795,88.8,39,93,2.4841,53.8949,1116,147,,,,23.19,0.0105,0.0435,0.54,3.45,10.4,3.19,0.265723,0.491336,0.44898,0.313745,0.372012,0.382953,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش بی دانه,کاسه (100 گرم),1,خشکبار و آجیل,52010,false,319,0.5,3.1,79.2,3.253,59.2,26,62,1.656,35.9299,744,98,,,,15.46,0.007,0.029,0.36,2.3,10.4,3.19,0.265723,0.491336,0.44898,0.313745,0.372012,0.382953,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش بی دانه,کیلوگرم (1000 گرم),1,خشکبار و آجیل,52010,false,3190,5,31,792,32.5303,592,260,620,16.5604,359.2992,7440,980,,,,154.6,0.07,0.29,3.6,23,10.4,3.19,0.265723,0.491336,0.44898,0.313745,0.372012,0.382953,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش بی دانه,گرم,100,خشکبار و آجیل,52010,true,297,0.45,2.9,74.25,6.3,59.2,26,62,1.656,35.9299,744,98,,,,15.46,0.007,0.029,0.36,2.3,10.4,2.97,0.247397,0.457451,0.418015,0.292107,0.346356,0.356543,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش سبز,گرم,100,خشکبار و آجیل,52010,true,302,0.5,3.4,80,4,65,26,62,1.656,35.9299,744,98,,,,15.46,0.007,0.029,0.36,2.3,10.4,3.02,0.251562,0.465152,0.425053,0.297025,0.352187,0.362545,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش سیاه (با هسته),گرم,100,خشکبار و آجیل,,true,296,0.5,2.5,78,7,60,,,,,,,,,,,,,,,,2.96,0.246564,0.455911,0.416608,0.291124,0.34519,0.355342,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کشمش سیاه (بدون هسته),گرم,100,خشکبار و آجیل,,true,299,0.3,3.3,79,3.7,65,,,,,,,,,,,,,,,,2.99,0.249063,0.460531,0.42083,0.294074,0.348688,0.358944,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کشمش سیاه با هسته,گرم,100,خشکبار و آجیل,,true,296,0.5,2.5,78,7,60,,,,,,,,,,,,,,,,2.96,0.246564,0.455911,0.416608,0.291124,0.34519,0.355342,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کشمش سیاه بدون هسته,گرم,100,خشکبار و آجیل,,true,299,0.3,3.3,79,3.7,65,,,,,,,,,,,,,,,,2.99,0.249063,0.460531,0.42083,0.294074,0.348688,0.358944,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کشمش پلو,قاشق غذاخوری,1,خشکبار و آجیل,52010,false,39.4,1.4,2.4,4.4,0.2,,3.9,9.3,0.2484,5.3895,111.6,14.7,,,,2.319,0.001,0.0043,0.054,0.345,10.4,2.626667,0.218798,0.404569,0.369693,0.258339,0.306317,0.315326,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش پلو,کفگیر,1,خشکبار و آجیل,52010,false,197,7,12,22,1,,13,31,0.828,17.965,372,49,,,,7.73,0.0035,0.0145,0.18,1.15,10.4,3.94,0.328197,0.606854,0.554539,0.387509,0.459475,0.472989,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشمش پلو,گرم,100,خشکبار و آجیل,52010,true,197,7,12,22,1,,26,62,1.656,35.9299,744,98,,,,15.46,0.007,0.029,0.36,2.3,10.4,1.97,0.164098,0.303427,0.27727,0.193755,0.229738,0.236495,merged,FoodID:52010|کشمش Raisins,0.9,verified,
کشک,قاشق غذاخوری,1,لبنیات,74100,false,24.5,1.08,2.75,0.85,0,,8.1,7.05,0.0104,1.2008,24.15,6.9,,,,13.968,0.0004,0.0012,0.0195,0.015,21,1.633333,0.136054,0.251572,0.229885,0.160643,0.190476,0.196078,merged,FoodID:74100|کشک Whey,1,verified,
کشک,لیوان,1,لبنیات,74100,false,205.8,9.03,23.1,7.14,0,,129.6,112.8,0.167,19.2129,386.4,110.4,,,,223.488,0.0072,0.0192,0.312,0.24,21,0.8575,0.071429,0.132075,0.12069,0.084337,0.1,0.102941,merged,FoodID:74100|کشک Whey,1,verified,
کشک,گرم,100,لبنیات,74100,true,98,4.3,11,3.4,0,,54,47,0.0696,8.0054,161,46,,,,93.12,0.003,0.008,0.13,0.1,21,0.98,0.081633,0.150943,0.137931,0.096386,0.114286,0.117647,merged,FoodID:74100|کشک Whey,1,verified,
کشک بادمجان,بشقاب (180 گرم),1,غذاهای ایرانی,184040,false,183.6,12.78,7.56,13.5,4.0696,4.32,716.5566,41.2979,0.7552,34.5095,289.7206,73.9725,,,,150.4282,0.8455,3.5886,0.5532,4.0901,,1.02,0.084965,0.157104,0.143561,0.10032,0.11895,0.122449,merged,FoodID:184040|کشک بادمجان,1,verified,
کشک بادمجان,عدد (100 گرم),1,غذاهای ایرانی,184040,false,102,7.1,4.2,7.5,2.2609,2.4,398.087,22.9433,0.4195,19.1719,160.9559,41.0958,,,,83.5712,0.4697,1.9936,0.3073,2.2723,,1.02,0.084965,0.157104,0.143561,0.10032,0.11895,0.122449,merged,FoodID:184040|کشک بادمجان,1,verified,
کشک بادمجان,قاشق غذاخوری,1,غذاهای ایرانی,184040,false,42.7,1.58,4.83,2.77,0.95,0.6459,59.7131,3.4415,0.0629,2.8758,24.1434,6.1644,,,,12.5357,0.0705,0.299,0.0461,0.3408,,2.846667,0.237123,0.438455,0.400657,0.279977,0.331973,0.341737,merged,FoodID:184040|کشک بادمجان,1,verified,
کشک بادمجان,قاشق غذاخوری (15 گرم),1,غذاهای ایرانی,184040,false,15.3,1.06,0.63,1.12,0.3391,0.36,59.7131,3.4415,0.0629,2.8758,24.1434,6.1644,,,,12.5357,0.0705,0.299,0.0461,0.3408,,1.02,0.084965,0.157104,0.143561,0.10032,0.11895,0.122449,merged,FoodID:184040|کشک بادمجان,1,verified,
کشک بادمجان,قاشق چای‌خوری (5 گرم),1,غذاهای ایرانی,184040,false,5.1,0.36,0.21,0.38,0.113,0.12,19.9044,1.1472,0.021,0.9586,8.0478,2.0548,,,,4.1786,0.0235,0.0997,0.0154,0.1136,,1.02,0.084965,0.157104,0.143561,0.10032,0.11895,0.122449,merged,FoodID:184040|کشک بادمجان,1,verified,
کشک بادمجان,پیمانه (200 گرم),1,غذاهای ایرانی,184040,false,204,14.2,8.4,15,4.5218,4.8,796.174,45.8865,0.8391,38.3439,321.9117,82.1917,,,,167.1425,0.9395,3.9873,0.6146,4.5445,,1.02,0.084965,0.157104,0.143561,0.10032,0.11895,0.122449,merged,FoodID:184040|کشک بادمجان,1,verified,
کشک بادمجان,کاسه (250 گرم),1,غذاهای ایرانی,184040,false,255,17.75,10.5,18.75,5.6522,6,995.2175,57.3581,1.0488,47.9298,402.3897,102.7396,,,,208.9281,1.1743,4.9841,0.7683,5.6806,,1.02,0.084965,0.157104,0.143561,0.10032,0.11895,0.122449,merged,FoodID:184040|کشک بادمجان,1,verified,
کشک بادمجان,گرم,100,غذاهای ایرانی,184040,true,114.5,6.95,6.3,8.72,2.65,3.4,398.087,22.9433,0.4195,19.1719,160.9559,41.0958,,,,83.5712,0.4697,1.9936,0.3073,2.2723,,1.145,0.095377,0.176357,0.161154,0.112614,0.133528,0.137455,merged,FoodID:184040|کشک بادمجان,1,verified,
کشک خشک,لیوان,1,لبنیات,74100,false,503.15,6.53,50.75,60.9,0,,129.6,112.8,0.167,19.2129,386.4,110.4,,,,223.488,0.0072,0.0192,0.312,0.24,21,2.096458,0.174632,0.322905,0.295068,0.206192,0.244485,0.251676,merged,FoodID:74100|کشک Whey,0.9,verified,
کشک خشک,گرم,100,لبنیات,74100,true,347,4.5,35,42,0,42,54,47,0.0696,8.0054,161,46,,,,93.12,0.003,0.008,0.13,0.1,21,3.47,0.289046,0.534463,0.488388,0.341284,0.404665,0.416567,merged,FoodID:74100|کشک Whey,0.9,verified,
کشک مایع,گرم,100,لبنیات,74100,true,92,1.1,9.3,11,0,11,54,47,0.0696,8.0054,161,46,,,,93.12,0.003,0.008,0.13,0.1,21,0.92,0.076635,0.141702,0.129486,0.090484,0.107289,0.110444,merged,FoodID:74100|کشک Whey,0.9,verified,
کشک پاستوریزه,قاشق غذاخوری,1,لبنیات,74100,false,20,0.64,2.94,0.58,0,,8.1,7.05,0.0104,1.2008,24.15,6.9,,,,13.968,0.0004,0.0012,0.0195,0.015,21,1.333333,0.111065,0.205365,0.187661,0.131137,0.155491,0.160064,merged,FoodID:74100|کشک Whey,0.9,verified,
کشک پاستوریزه,گرم,100,لبنیات,74100,true,100,3.2,14.7,2.9,0,,54,47,0.0696,8.0054,161,46,,,,93.12,0.003,0.008,0.13,0.1,21,1,0.083299,0.154024,0.140746,0.098353,0.116618,0.120048,merged,FoodID:74100|کشک Whey,0.9,verified,
کفیر,گرم,100,تنقلات,,true,43,1,3.8,4.7,0,4.6,,,,,,,,,,,,,,,,0.43,0.035818,0.06623,0.060521,0.042292,0.050146,0.051621,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلانه (کردی) با کره حیوانی,عدد,1,رب و سس و روغن,,false,410,17.3,8,55,2.6,,,,,,,,,,,,,,,,,8.2,0.683049,1.262996,1.154117,0.806491,0.956268,0.984394,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلانه (کردی) با کره حیوانی,کف دست,1,رب و سس و روغن,,false,61.5,2.6,1.2,8.25,0.39,,,,,,,,,,,,,,,,,4.1,0.341524,0.631498,0.577058,0.403246,0.478134,0.492197,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلانه (کردی) با کره حیوانی,گرم,100,رب و سس و روغن,,true,410,17.3,8,55,2.6,,,,,,,,,,,,,,,,,4.1,0.341524,0.631498,0.577058,0.403246,0.478134,0.492197,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلانه (کردی) بدون کره,عدد,1,رب و سس و روغن,,false,260,1.2,8,55,2.6,,,,,,,,,,,,,,,,,5.2,0.433153,0.800924,0.731879,0.511433,0.606414,0.62425,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلانه (کردی) بدون کره,کف دست,1,رب و سس و روغن,,false,39,0.18,1.2,8.25,0.39,,,,,,,,,,,,,,,,,2.6,0.216576,0.400462,0.365939,0.255717,0.303207,0.312125,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلانه (کردی) بدون کره,گرم,100,رب و سس و روغن,,true,260,1.2,8,55,2.6,,,,,,,,,,,,,,,,,2.6,0.216576,0.400462,0.365939,0.255717,0.303207,0.312125,gymshow,gymshow_foods_nutrition7000.csv,,verified,
کلم بروکسل خام,گرم,100,سبزیجات,20340,true,43,0.3,3.4,9,3.8,2.2,25,42,1.2984,22.965,389,69,,,,86,0.099,0.045,0.42,85,12.2,0.43,0.035818,0.06623,0.060521,0.042292,0.050146,0.051621,merged,FoodID:20340|کلم بروکسل Brussels sprouts,0.9,verified,
کلم بروکسل سرخ شده,عدد,1,سبزیجات,20340,false,11.21,0.67,0.44,1.22,0.44,,12.5,21,0.6492,11.4825,194.5,34.5,,,,43,0.0495,0.0225,0.21,42.5,12.2,0.2242,0.018676,0.034532,0.031555,0.022051,0.026146,0.026915,merged,FoodID:20340|کلم بروکسل Brussels sprouts,0.9,verified,
کلم بروکسل سرخ شده,فنجان,1,سبزیجات,20340,false,51.92,3.08,2.02,5.63,2.02,3.6711,30,50.4,1.5581,27.558,466.8,82.8,,,,103.2,0.1188,0.054,0.504,102,12.2,0.432667,0.036041,0.066641,0.060896,0.042554,0.050457,0.051941,merged,FoodID:20340|کلم بروکسل Brussels sprouts,0.9,verified,
کلم بروکسل سرخ شده,گرم,100,سبزیجات,20340,true,59,3.5,2.3,6.4,2.3,3.0593,25,42,1.2984,22.965,389,69,,,,86,0.099,0.045,0.42,85,12.2,0.59,0.049146,0.090874,0.08304,0.058028,0.068805,0.070828,merged,FoodID:20340|کلم بروکسل Brussels sprouts,0.9,verified,
کلم بروکسل پخته,عدد,1,سبزیجات,20340,false,7.56,0.11,0.55,1.49,0.55,1.5296,12.5,21,0.6492,11.4825,194.5,34.5,,,,43,0.0495,0.0225,0.21,42.5,12.2,0.1512,0.012595,0.023288,0.021281,0.014871,0.017633,0.018151,merged,FoodID:20340|کلم بروکسل Brussels sprouts,0.9,verified,
